gene_id	gene	product
C7Y58_RS02335		UDP-glucose--hexose-1-phosphate uridylyltransferase
C7Y58_RS02340		galactokinase
C7Y58_RS02345		YfcC family protein
C7Y58_RS02350		tripartite tricarboxylate transporter permease
C7Y58_RS02355		tripartite tricarboxylate transporter TctB family protein
C7Y58_RS02360		tripartite tricarboxylate transporter substrate binding protein
C7Y58_RS02365		ABC-F family ATP-binding cassette domain-containing protein
C7Y58_RS02370		DMT family transporter
C7Y58_RS02375		S8 family peptidase
C7Y58_RS02380		YbaN family protein
C7Y58_RS02385		Mrp/NBP35 family ATP-binding protein
C7Y58_RS02390		hypothetical protein
C7Y58_RS02395		hypothetical protein
C7Y58_RS02400		GspE/PulE family protein
C7Y58_RS02405		type II secretion system F family protein
C7Y58_RS02410		type II secretion system protein
C7Y58_RS02415		A24 family peptidase
C7Y58_RS02420		type II secretion system protein
C7Y58_RS02425		hypothetical protein
C7Y58_RS02430		hypothetical protein
C7Y58_RS02435		PilN domain-containing protein
C7Y58_RS02440		hypothetical protein
C7Y58_RS10520		hypothetical protein
C7Y58_RS02445		secretin N-terminal domain-containing protein
C7Y58_RS02450		PepSY domain-containing protein
C7Y58_RS02455		YoaK family protein
C7Y58_RS02460		hypothetical protein
C7Y58_RS02465		formate--tetrahydrofolate ligase
C7Y58_RS02470		ABC transporter substrate-binding protein
C7Y58_RS02475		ABC transporter permease
C7Y58_RS02480		ABC transporter ATP-binding protein
C7Y58_RS02485		WYL domain-containing protein
C7Y58_RS02490	nhaC	Na+/H+ antiporter NhaC
C7Y58_RS02495		helix-turn-helix domain-containing protein
C7Y58_RS02500		hypothetical protein
C7Y58_RS02505		DNA methyltransferase
C7Y58_RS02510		phosphoribosyltransferase family protein
C7Y58_RS02515		NCS2 family permease
C7Y58_RS02520		hypothetical protein
C7Y58_RS02525		cobyric acid synthase
C7Y58_RS02530		alanine/glycine:cation symporter family protein
C7Y58_RS02535		HD domain-containing protein
C7Y58_RS02540		TlpA family protein disulfide reductase
C7Y58_RS02545		ImmA/IrrE family metallo-endopeptidase
C7Y58_RS02550		helix-turn-helix domain-containing protein
C7Y58_RS02555		hypothetical protein
C7Y58_RS02560		adhesion protein FadA
C7Y58_RS02565		hypothetical protein
C7Y58_RS02570		FAD-I family protein
C7Y58_RS02575		hypothetical protein
C7Y58_RS02580		OmpA family protein
C7Y58_RS02585		autotransporter-associated N-terminal domain-containing protein
C7Y58_RS02590		AAA family ATPase
C7Y58_RS02595		glucose-6-phosphate isomerase
C7Y58_RS02600		dicarboxylate/amino acid:cation symporter
C7Y58_RS02605		adhesion protein FadA
C7Y58_RS02610		hypothetical protein
C7Y58_RS02615		FAD-I family protein
C7Y58_RS02620		hypothetical protein
C7Y58_RS02625		OmpA family protein
C7Y58_RS02630		autotransporter-associated N-terminal domain-containing protein
C7Y58_RS02635		GNAT family N-acetyltransferase
C7Y58_RS02640		Fur family transcriptional regulator
C7Y58_RS02645	rpmG	50S ribosomal protein L33
C7Y58_RS02650		
C7Y58_RS02655	secE	preprotein translocase subunit SecE
C7Y58_RS02660	nusG	transcription termination/antitermination protein NusG
C7Y58_RS02665	rplK	50S ribosomal protein L11
C7Y58_RS02670	rplA	50S ribosomal protein L1
C7Y58_RS02675	rplJ	50S ribosomal protein L10
C7Y58_RS02680	rplL	50S ribosomal protein L7/L12
C7Y58_RS02685	rpoB	DNA-directed RNA polymerase subunit beta
C7Y58_RS02690	rpoC	DNA-directed RNA polymerase subunit beta'
C7Y58_RS02695		YicC/YloC family endoribonuclease
C7Y58_RS02700	gmk	guanylate kinase
C7Y58_RS02705		DNA-directed RNA polymerase subunit omega
C7Y58_RS02710		FAD:protein FMN transferase
C7Y58_RS02715		sodium-translocating pyrophosphatase
C7Y58_RS02720		acyltransferase family protein
C7Y58_RS02725		
C7Y58_RS02730		
C7Y58_RS02735		
C7Y58_RS02740		
C7Y58_RS02745	rrf	
C7Y58_RS02750		ribosome maturation factor RimP
C7Y58_RS02755	nusA	transcription termination factor NusA
C7Y58_RS02760		DUF448 domain-containing protein
C7Y58_RS02765	infB	translation initiation factor IF-2
C7Y58_RS02770	rbfA	30S ribosome-binding factor RbfA
C7Y58_RS02775	recJ	single-stranded-DNA-specific exonuclease RecJ
C7Y58_RS02780	tig	trigger factor
C7Y58_RS02785	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
C7Y58_RS02790	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX
C7Y58_RS02795	lon	endopeptidase La
C7Y58_RS02800	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC
C7Y58_RS02805		hypothetical protein
C7Y58_RS02810		valine--tRNA ligase
C7Y58_RS02815		MarR family winged helix-turn-helix transcriptional regulator
C7Y58_RS02820		ABC transporter permease/substrate-binding protein
C7Y58_RS02825		ATP-binding cassette domain-containing protein
C7Y58_RS10640		coproporphyrinogen III oxidase
C7Y58_RS02835		glutathione peroxidase
C7Y58_RS02840		energy-coupling factor transporter transmembrane component T family protein
C7Y58_RS02845		ATP-binding cassette domain-containing protein
C7Y58_RS02850		ATP-binding cassette domain-containing protein
C7Y58_RS02855		biotin transporter BioY
C7Y58_RS02860		DUF4401 domain-containing protein
C7Y58_RS02865		GDYXXLXY domain-containing protein
C7Y58_RS10750		type II toxin-antitoxin system HipA family toxin
C7Y58_RS02875		helix-turn-helix domain-containing protein
C7Y58_RS02880		queuosine precursor transporter
C7Y58_RS02885		radical SAM protein
C7Y58_RS02890		hypothetical protein
C7Y58_RS02895		L-threonylcarbamoyladenylate synthase
C7Y58_RS02900		ribose-phosphate diphosphokinase
C7Y58_RS02905	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
C7Y58_RS10745		J domain-containing protein
C7Y58_RS02915		sodium-dependent transporter
C7Y58_RS02920		tyrosine phenol-lyase
C7Y58_RS02925		GntR family transcriptional regulator
C7Y58_RS02930		YARHG domain-containing protein
C7Y58_RS02935	creD	cell envelope integrity protein CreD
C7Y58_RS02940		FAD-dependent oxidoreductase
C7Y58_RS02945	ahpC	alkyl hydroperoxide reductase subunit C
C7Y58_RS10525		transposase
C7Y58_RS10795		transposase
C7Y58_RS02960		YibE/F family protein
C7Y58_RS02965	rpsO	30S ribosomal protein S15
C7Y58_RS02970	ftsH	ATP-dependent zinc metalloprotease FtsH
C7Y58_RS02975	tilS	tRNA lysidine(34) synthetase TilS
C7Y58_RS02980	mltG	endolytic transglycosylase MltG
C7Y58_RS02985		DEAD/DEAH box helicase
C7Y58_RS02990		DEAD/DEAH box helicase
C7Y58_RS02995		RidA family protein
C7Y58_RS03000		cupin domain-containing protein
C7Y58_RS03005		TonB-dependent receptor family protein
C7Y58_RS03010		ABC transporter substrate-binding protein
C7Y58_RS03015		FecCD family ABC transporter permease
C7Y58_RS03020		ABC transporter ATP-binding protein
C7Y58_RS03025		TIM barrel protein
C7Y58_RS03030		hypothetical protein
C7Y58_RS03035		tetratricopeptide repeat protein
C7Y58_RS03040		tetratricopeptide repeat protein
C7Y58_RS03045		
C7Y58_RS03050		
C7Y58_RS03055		
C7Y58_RS03060		
C7Y58_RS03065		
C7Y58_RS03070		
C7Y58_RS03075		hypothetical protein
C7Y58_RS03080		hypothetical protein
C7Y58_RS10755		glycerophosphodiester phosphodiesterase family protein
C7Y58_RS10760		glycerophosphodiester phosphodiesterase
C7Y58_RS10475		alanine:cation symporter family protein
C7Y58_RS03105		macro domain-containing protein
C7Y58_RS03110		autotransporter serine protease fusolisin
C7Y58_RS03115		aminopeptidase P family protein
C7Y58_RS03120		MazG nucleotide pyrophosphohydrolase domain-containing protein
C7Y58_RS03125		
C7Y58_RS03130		
C7Y58_RS03135	rrf	
C7Y58_RS03140		sodium-dependent transporter
C7Y58_RS03145		tryptophanase
C7Y58_RS03150		helix-turn-helix transcriptional regulator
C7Y58_RS03155	clpB	ATP-dependent chaperone ClpB
C7Y58_RS03160		MATE family efflux transporter
C7Y58_RS03165		hypothetical protein
C7Y58_RS03170		hypothetical protein
C7Y58_RS03175		HEAT repeat domain-containing protein
C7Y58_RS03180		DNA adenine methylase
C7Y58_RS03185		hypothetical protein
C7Y58_RS03190		hypothetical protein
C7Y58_RS03195	coaE	dephospho-CoA kinase
C7Y58_RS03200		peptidase U32 family protein
C7Y58_RS03205		phosphatidylglycerophosphatase A family protein
C7Y58_RS03210		CinA family nicotinamide mononucleotide deamidase-related protein
C7Y58_RS03215		helix-turn-helix domain-containing protein
C7Y58_RS03220		DegV family protein
C7Y58_RS03225		PTS sugar transporter subunit IIA
C7Y58_RS03230		ArsB/NhaD family transporter
C7Y58_RS03235		ArsB/NhaD family transporter
C7Y58_RS03240		Dam family site-specific DNA-(adenine-N6)-methyltransferase
C7Y58_RS03245		AlwI family type II restriction endonuclease
C7Y58_RS03250		biotin--[acetyl-CoA-carboxylase] ligase
C7Y58_RS03255	mnmA	tRNA 2-thiouridine(34) synthase MnmA
C7Y58_RS03260		class I SAM-dependent methyltransferase
C7Y58_RS03265	obgE	GTPase ObgE
C7Y58_RS03270	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
C7Y58_RS03275		membrane lipoprotein lipid attachment site-containing protein
C7Y58_RS03280		ATP-binding protein
C7Y58_RS03285		STAS domain-containing protein
C7Y58_RS03290	rny	ribonuclease Y
C7Y58_RS03295		translocation/assembly module TamB domain-containing protein
C7Y58_RS03300		BamA/OMP85 family outer membrane protein
C7Y58_RS03305		OmpH family outer membrane protein
C7Y58_RS03310	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
C7Y58_RS03315	glpQ	glycerophosphodiester phosphodiesterase
C7Y58_RS03320		IMPACT family protein
C7Y58_RS03325		leucyl aminopeptidase
C7Y58_RS03330		autotransporter outer membrane beta-barrel domain-containing protein
C7Y58_RS03335		winged helix-turn-helix transcriptional regulator
C7Y58_RS03340		CoA-disulfide reductase
C7Y58_RS03345		deoxycytidylate deaminase
C7Y58_RS03350		Crp/Fnr family transcriptional regulator
C7Y58_RS03355		PTS transporter subunit IIC
C7Y58_RS03360		DUF3798 domain-containing protein
C7Y58_RS03365		sugar ABC transporter ATP-binding protein
C7Y58_RS03370		ABC transporter permease subunit
C7Y58_RS03375		ABC transporter permease
C7Y58_RS03380		DUF6672 family protein
C7Y58_RS03385		glucosaminidase domain-containing protein
C7Y58_RS03390		autotransporter-associated N-terminal domain-containing protein
C7Y58_RS03395		glycerophosphodiester phosphodiesterase
C7Y58_RS10535		hypothetical protein
C7Y58_RS03405		IS3 family transposase
C7Y58_RS03410		hypothetical protein
C7Y58_RS03415	trhA	PAQR family membrane homeostasis protein TrhA
C7Y58_RS03420		hypothetical protein
C7Y58_RS03425		IS110-like element ISFnu4 family transposase
C7Y58_RS03435		acyl-CoA thioesterase
C7Y58_RS03440		nitroreductase family protein
C7Y58_RS03445	rpsT	30S ribosomal protein S20
C7Y58_RS03450		hypothetical protein
C7Y58_RS03455		NCS2 family permease
C7Y58_RS03460		DJ-1/PfpI family protein
C7Y58_RS03465		FKBP-type peptidyl-prolyl cis-trans isomerase
C7Y58_RS03470	rpiB	ribose 5-phosphate isomerase B
C7Y58_RS03475		histidine triad nucleotide-binding protein
C7Y58_RS03480		hypothetical protein
C7Y58_RS03485		hypothetical protein
C7Y58_RS03490		hypothetical protein
C7Y58_RS03495	kal	3-aminobutyryl-CoA ammonia lyase
C7Y58_RS03500	kce	3-keto-5-aminohexanoate cleavage enzyme
C7Y58_RS03505	kdd	L-erythro-3,5-diaminohexanoate dehydrogenase
C7Y58_RS03510	kamA	lysine 2,3-aminomutase
C7Y58_RS03515	kamB	lysine 5,6-aminomutase reactivase subunit KamB
C7Y58_RS03520	kamC	lysine 5,6-aminomutase reactivase ATPase KamC
C7Y58_RS03525	kamD	lysine 5,6-aminomutase subunit alpha
C7Y58_RS03530	kamE	lysine 5,6-aminomutase subunit beta
C7Y58_RS03535		LysE/ArgO family amino acid transporter
C7Y58_RS03540		Na+/H+ antiporter NhaC family protein
C7Y58_RS03545	fomA	major outer membrane protein FomA
C7Y58_RS03550		short-chain fatty acid transporter
C7Y58_RS03555		CoA transferase subunit A
C7Y58_RS03560		3-oxoacid CoA-transferase subunit B
C7Y58_RS03565		methylaspartate mutase subunit E
C7Y58_RS03570	glmL	methylaspartate mutase accessory protein GlmL
C7Y58_RS03575	glmS	methylaspartate mutase subunit S
C7Y58_RS03580		hypothetical protein
C7Y58_RS03585	rph	ribonuclease PH
C7Y58_RS03590		3-oxoacyl-ACP synthase III family protein
C7Y58_RS03595		F390 synthetase-related protein
C7Y58_RS03600		MBL fold metallo-hydrolase
C7Y58_RS03605		NAD-dependent epimerase/dehydratase family protein
C7Y58_RS03610		hypothetical protein
C7Y58_RS03615		glycosyltransferase family 21 protein
C7Y58_RS03620		SDR family NAD(P)-dependent oxidoreductase
C7Y58_RS03625		leucine-rich repeat domain-containing protein
C7Y58_RS03630	dhaM	dihydroxyacetone kinase phosphoryl donor subunit DhaM
C7Y58_RS03635	dhaL	dihydroxyacetone kinase subunit DhaL
C7Y58_RS03640	dhaK	dihydroxyacetone kinase subunit DhaK
C7Y58_RS03645	glpK	glycerol kinase GlpK
C7Y58_RS03650		MIP/aquaporin family protein
C7Y58_RS03655		DUF116 domain-containing protein
C7Y58_RS03660		tetratricopeptide repeat protein
C7Y58_RS03670		hypothetical protein
C7Y58_RS03675		MotA/TolQ/ExbB proton channel family protein
C7Y58_RS03680		ExbD/TolR family protein
C7Y58_RS03685		energy transducer TonB
C7Y58_RS03690		sigma-54-dependent transcriptional regulator
C7Y58_RS03695	dnaX	DNA polymerase III subunit gamma/tau
C7Y58_RS03700		hypothetical protein
C7Y58_RS03705	rplI	50S ribosomal protein L9
C7Y58_RS03710	dnaB	replicative DNA helicase
C7Y58_RS03715		peptidase U32 family protein
C7Y58_RS03725		FxLYD domain-containing protein
C7Y58_RS03730		putative manganese-dependent inorganic diphosphatase
C7Y58_RS03735		TetR/AcrR family transcriptional regulator
C7Y58_RS03740		flavodoxin family protein
C7Y58_RS03750		amino acid ABC transporter ATP-binding/permease protein
C7Y58_RS03755		ABC transporter ATP-binding protein/permease
C7Y58_RS03760		ShlB/FhaC/HecB family hemolysin secretion/activation protein
C7Y58_RS03765		two-partner secretion domain-containing protein
C7Y58_RS10665		hypothetical protein
C7Y58_RS03775		hypothetical protein
C7Y58_RS03780		IS3 family transposase
C7Y58_RS03785		IS110-like element ISFnu3 family transposase
C7Y58_RS03790		hypothetical protein
C7Y58_RS03795		hypothetical protein
C7Y58_RS03800		hypothetical protein
C7Y58_RS10765		hypothetical protein
C7Y58_RS03810	plsX	phosphate acyltransferase PlsX
C7Y58_RS03815		beta-ketoacyl-ACP synthase III
C7Y58_RS03820	fabD	ACP S-malonyltransferase
C7Y58_RS03825	acpP	acyl carrier protein
C7Y58_RS03830	fabF	beta-ketoacyl-ACP synthase II
C7Y58_RS03835	rnc	ribonuclease III
C7Y58_RS03840		elongator complex protein 3
C7Y58_RS03845		Rne/Rng family ribonuclease
C7Y58_RS03850		hypothetical protein
C7Y58_RS03855	coaD	pantetheine-phosphate adenylyltransferase
C7Y58_RS03860	radA	DNA repair protein RadA
C7Y58_RS03865	disA	DNA integrity scanning diadenylate cyclase DisA
C7Y58_RS03870		phosphoribosyltransferase-like protein
C7Y58_RS03875		hypothetical protein
C7Y58_RS03880		retron St85 family RNA-directed DNA polymerase
C7Y58_RS03885		MATE family efflux transporter
C7Y58_RS03890		homocysteine S-methyltransferase family protein
C7Y58_RS03895		N-acetylmuramoyl-L-alanine amidase
C7Y58_RS03900		hypothetical protein
C7Y58_RS03905		hypothetical protein
C7Y58_RS10670		hypothetical protein
C7Y58_RS10545		hypothetical protein
C7Y58_RS03920		coproporphyrinogen III oxidase
C7Y58_RS03925	der	ribosome biogenesis GTPase Der
C7Y58_RS03935		YlmH family RNA-binding protein
C7Y58_RS03940		hypothetical protein
C7Y58_RS03945	ffs	
C7Y58_RS03950		nitronate monooxygenase
C7Y58_RS03955		septum site-determining protein MinC
C7Y58_RS03960	minD	septum site-determining protein MinD
C7Y58_RS03965	minE	cell division topological specificity factor MinE
C7Y58_RS03970		ankyrin repeat domain-containing protein
C7Y58_RS03975		ankyrin repeat domain-containing protein
C7Y58_RS03980		hypothetical protein
C7Y58_RS03985		DUF1667 domain-containing protein
C7Y58_RS03990		NAD(P)/FAD-dependent oxidoreductase
C7Y58_RS03995		NAD(P)/FAD-dependent oxidoreductase
C7Y58_RS04000		hypothetical protein
C7Y58_RS04005		ATP-dependent nuclease
C7Y58_RS04010		cytochrome c biogenesis CcdA family protein
C7Y58_RS04015		redoxin family protein
C7Y58_RS04020	msrB	peptide-methionine (R)-S-oxide reductase MsrB
C7Y58_RS04025		response regulator transcription factor
C7Y58_RS04030		sensor histidine kinase
C7Y58_RS04035		RNA-binding domain-containing protein
C7Y58_RS04040		ABC transporter substrate-binding protein
C7Y58_RS04045		ABC transporter permease
C7Y58_RS04050		ABC transporter permease
C7Y58_RS04055		ABC transporter ATP-binding protein
C7Y58_RS04060		PadR family transcriptional regulator
C7Y58_RS04065		class I SAM-dependent methyltransferase
C7Y58_RS04070		BglG family transcription antiterminator
C7Y58_RS04075		OadG family protein
C7Y58_RS04080		biotin/lipoyl-containing protein
C7Y58_RS04085		sodium ion-translocating decarboxylase subunit beta
C7Y58_RS04090	gctA	glutaconate CoA-transferase subunit A
C7Y58_RS04095	gctB	glutaconate CoA-transferase subunit B
C7Y58_RS04100		acyl-CoA carboxylase subunit beta
C7Y58_RS04105		sodium/glutamate symporter
C7Y58_RS04110		acyl-CoA dehydratase activase
C7Y58_RS04115		2-hydroxyacyl-CoA dehydratase subunit D
C7Y58_RS04120		2-hydroxyacyl-CoA dehydratase subunit D
C7Y58_RS04125		leucine-rich repeat domain-containing protein
C7Y58_RS04130	relB	type II toxin-antitoxin system RelB family antitoxin
C7Y58_RS04135		type II toxin-antitoxin system RelE family toxin
C7Y58_RS04140		hypothetical protein
C7Y58_RS04145		KdsC family phosphatase
C7Y58_RS04150	ruvC	crossover junction endodeoxyribonuclease RuvC
C7Y58_RS04155		MgtC/SapB family protein
C7Y58_RS04160		SDR family oxidoreductase
C7Y58_RS04165		Crp/Fnr family transcriptional regulator
C7Y58_RS04170		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
C7Y58_RS04175		LytR/AlgR family response regulator transcription factor
C7Y58_RS04180		sensor histidine kinase
C7Y58_RS04185		carbon starvation CstA family protein
C7Y58_RS04190		MFS transporter
C7Y58_RS04195		ComEC/Rec2 family competence protein
C7Y58_RS04200	uvrB	excinuclease ABC subunit UvrB
C7Y58_RS04205		GntP family permease
C7Y58_RS04210	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
C7Y58_RS04215		four-carbon acid sugar kinase family protein
C7Y58_RS04220		DeoR/GlpR family DNA-binding transcription regulator
C7Y58_RS04225		hypothetical protein
C7Y58_RS04230		DUF4241 domain-containing protein
C7Y58_RS04235		DUF2185 domain-containing protein
C7Y58_RS04240		hypothetical protein
C7Y58_RS04245		hypothetical protein
C7Y58_RS04250		ATP-binding cassette domain-containing protein
C7Y58_RS04255		ABC transporter substrate-binding protein
C7Y58_RS04260		ABC transporter permease
C7Y58_RS04265	ctlX	citrulline utilization hydrolase CtlX
C7Y58_RS10550		hypothetical protein
C7Y58_RS04275	thyA	thymidylate synthase
C7Y58_RS04280		dihydrofolate reductase
C7Y58_RS04285	trkA	Trk system potassium transporter TrkA
C7Y58_RS04290		CCA tRNA nucleotidyltransferase
C7Y58_RS04295		heavy-metal-associated domain-containing protein
C7Y58_RS04300		heavy metal translocating P-type ATPase
C7Y58_RS04305		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS04310		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS04315		adhesion protein FadA
C7Y58_RS04320		hypothetical protein
C7Y58_RS04325		FAD-I family protein
C7Y58_RS04330		hypothetical protein
C7Y58_RS04335		OmpA family protein
C7Y58_RS04340		autotransporter-associated N-terminal domain-containing protein
C7Y58_RS10675		Fic family protein
C7Y58_RS10680		hypothetical protein
C7Y58_RS04350		YfcC family protein
C7Y58_RS04355		heavy metal translocating P-type ATPase
C7Y58_RS10685		cation transporter
C7Y58_RS04365		ArsR/SmtB family transcription factor
C7Y58_RS04370	pflA	pyruvate formate-lyase-activating protein
C7Y58_RS04375	pflB	formate C-acetyltransferase
C7Y58_RS04380		peptidylprolyl isomerase
C7Y58_RS04385		adhesion protein FadA
C7Y58_RS04390		permease-like cell division protein FtsX
C7Y58_RS04395		murein hydrolase activator EnvC family protein
C7Y58_RS04400		NAD(+)/NADH kinase
C7Y58_RS04405	recN	DNA repair protein RecN
C7Y58_RS04410		site-specific integrase
C7Y58_RS04415	era	GTPase Era
C7Y58_RS04420		enoyl-CoA hydratase/isomerase family protein
C7Y58_RS04425		3-oxoacid CoA-transferase subunit A
C7Y58_RS04430		CoA transferase subunit B
C7Y58_RS04435		ISL3 family transposase
C7Y58_RS04440		Na/Pi cotransporter family protein
C7Y58_RS04445		DUF2156 domain-containing protein
C7Y58_RS04450	pepV	dipeptidase PepV
C7Y58_RS04455		MlaA family lipoprotein
C7Y58_RS04460		hypothetical protein
C7Y58_RS04465		PolC-type DNA polymerase III
C7Y58_RS04470		RNA methyltransferase
C7Y58_RS04475	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD
C7Y58_RS04480	rimM	ribosome maturation factor RimM
C7Y58_RS04485		KH domain-containing protein
C7Y58_RS04490		DUF4911 domain-containing protein
C7Y58_RS04495	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
C7Y58_RS04500	hpt	hypoxanthine phosphoribosyltransferase
C7Y58_RS04505		hypothetical protein
C7Y58_RS10770		hemagglutinin repeat-containing protein
C7Y58_RS04520		two-partner secretion domain-containing protein
C7Y58_RS04525		ShlB/FhaC/HecB family hemolysin secretion/activation protein
C7Y58_RS04530		transketolase
C7Y58_RS04535		transketolase family protein
C7Y58_RS04540		DUF695 domain-containing protein
C7Y58_RS04545		replication-associated recombination protein A
C7Y58_RS04550	hisS	histidine--tRNA ligase
C7Y58_RS04555	aspS	aspartate--tRNA ligase
C7Y58_RS04560		iron ABC transporter substrate-binding protein
C7Y58_RS04565		FecCD family ABC transporter permease
C7Y58_RS04570		ABC transporter ATP-binding protein
C7Y58_RS04575		nucleotide-binding protein
C7Y58_RS04580		nitrogenase component 1
C7Y58_RS04585		ABC transporter substrate-binding protein
C7Y58_RS04590		FecCD family ABC transporter permease
C7Y58_RS04595		ABC transporter ATP-binding protein
C7Y58_RS04600		extracellular solute-binding protein
C7Y58_RS04605		ABC transporter permease
C7Y58_RS04610		ABC transporter ATP-binding protein
C7Y58_RS04615	nrdD	anaerobic ribonucleoside-triphosphate reductase
C7Y58_RS04620	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein
C7Y58_RS04625	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
C7Y58_RS04630		O-methyltransferase
C7Y58_RS04635		AraC family transcriptional regulator
C7Y58_RS04640		membrane lipoprotein lipid attachment site-containing protein
C7Y58_RS04645	trpB	tryptophan synthase subunit beta
C7Y58_RS04650	citX	citrate lyase holo-[acyl-carrier protein] synthase
C7Y58_RS04655	citC	[citrate (pro-3S)-lyase] ligase
C7Y58_RS04660		flavin reductase family protein
C7Y58_RS04665	htpG	molecular chaperone HtpG
C7Y58_RS04670		fructose bisphosphate aldolase
C7Y58_RS04675		
C7Y58_RS04680		
C7Y58_RS04685	rplT	50S ribosomal protein L20
C7Y58_RS04690	rpmI	50S ribosomal protein L35
C7Y58_RS04695	infC	translation initiation factor IF-3
C7Y58_RS04700		alanine/glycine:cation symporter family protein
C7Y58_RS04705	rplM	50S ribosomal protein L13
C7Y58_RS04710	rpsI	30S ribosomal protein S9
C7Y58_RS04715		DUF2262 domain-containing protein
C7Y58_RS04720	corA	magnesium/cobalt transporter CorA
C7Y58_RS04725		glycerol-3-phosphate responsive antiterminator
C7Y58_RS04730		pyridoxal phosphate-dependent aminotransferase
C7Y58_RS04735		OmpA family protein
C7Y58_RS04740		L,D-transpeptidase family protein
C7Y58_RS04745		hypothetical protein
C7Y58_RS04750		SoxR reducing system RseC family protein
C7Y58_RS04755		YfbM family protein
C7Y58_RS04760		YjiH family protein
C7Y58_RS04765		Na+/H+ antiporter family protein
C7Y58_RS04770		peptidylprolyl isomerase
C7Y58_RS04775		hypothetical protein
C7Y58_RS04780		THUMP domain-containing class I SAM-dependent RNA methyltransferase
C7Y58_RS04785		AI-2E family transporter
C7Y58_RS04790		NusG domain II-containing protein
C7Y58_RS04795		phosphatidylserine decarboxylase
C7Y58_RS04800		nicotinate phosphoribosyltransferase
C7Y58_RS04805	dtd	D-aminoacyl-tRNA deacylase
C7Y58_RS04810		magnesium transporter
C7Y58_RS04815		hypothetical protein
C7Y58_RS04820	nhaC	Na+/H+ antiporter NhaC
C7Y58_RS04825		
C7Y58_RS04830		DMT family transporter
C7Y58_RS04835	metK	methionine adenosyltransferase
C7Y58_RS04840		VOC family protein
C7Y58_RS04845	atpC	ATP synthase F1 subunit epsilon
C7Y58_RS04850	atpD	F0F1 ATP synthase subunit beta
C7Y58_RS04855	atpG	ATP synthase F1 subunit gamma
C7Y58_RS04860	atpA	F0F1 ATP synthase subunit alpha
C7Y58_RS04865	atpH	ATP synthase F1 subunit delta
C7Y58_RS04870	atpF	F0F1 ATP synthase subunit B
C7Y58_RS04875	atpE	ATP synthase F0 subunit C
C7Y58_RS04880	atpB	F0F1 ATP synthase subunit A
C7Y58_RS04885		ATP synthase subunit I
C7Y58_RS04890	glmM	phosphoglucosamine mutase
C7Y58_RS04895		Gx transporter family protein
C7Y58_RS04900	purB	adenylosuccinate lyase
C7Y58_RS04905	rimI	ribosomal protein S18-alanine N-acetyltransferase
C7Y58_RS04910	lepB	signal peptidase I
C7Y58_RS04915		hypothetical protein
C7Y58_RS04920		IS1182-like element ISFnu1 family transposase
C7Y58_RS04930	recJ	single-stranded-DNA-specific exonuclease RecJ
C7Y58_RS04935		ABC transporter substrate-binding protein
C7Y58_RS04940		ABC transporter ATP-binding protein
C7Y58_RS04945		ABC transporter permease
C7Y58_RS04950	galE	UDP-glucose 4-epimerase GalE
C7Y58_RS04955		hypothetical protein
C7Y58_RS04960		DUF2194 domain-containing protein
C7Y58_RS04965		hypothetical protein
C7Y58_RS04970	pelF	GT4 family glycosyltransferase PelF
C7Y58_RS04975	pelG	exopolysaccharide Pel transporter PelG
C7Y58_RS04980		outer membrane beta-barrel protein
C7Y58_RS04985		endo alpha-1,4 polygalactosaminidase
C7Y58_RS04990		autotransporter-associated N-terminal domain-containing protein
C7Y58_RS04995		class I SAM-dependent methyltransferase
C7Y58_RS05000		lysozyme inhibitor LprI family protein
C7Y58_RS05005		pyridoxamine 5'-phosphate oxidase family protein
C7Y58_RS05010		Cof-type HAD-IIB family hydrolase
C7Y58_RS05015		B12-binding domain-containing radical SAM protein
C7Y58_RS05020		polysaccharide deacetylase family protein
C7Y58_RS05025		MipA/OmpV family protein
C7Y58_RS05030		DMT family transporter
C7Y58_RS05035		ABC transporter substrate-binding protein
C7Y58_RS05040	nikB	nickel ABC transporter permease
C7Y58_RS05045	nikC	nickel transporter permease
C7Y58_RS05050		ABC transporter ATP-binding protein
C7Y58_RS05055		ABC transporter ATP-binding protein
C7Y58_RS05060		hypothetical protein
C7Y58_RS05065		tyrosine-type recombinase/integrase
C7Y58_RS05070		IS1182-like element ISFnu1 family transposase
C7Y58_RS05080	trpS	tryptophan--tRNA ligase
C7Y58_RS05085	alr	alanine racemase
